	OG	KO.id	KO.description	L1_Col	L1_TSB	L1_FC	DEG	Plant Associated
cds1210	OG0000683	K14287	ybdL; methionine transaminase [EC:2.6.1.88]	2.60114595210422	8.00958203753731	-5.92049263976715	down	nonPA
cds1211	OG0001814	K02002	proX; glycine betaine/proline transport system substrate-binding protein	6.14557372838123	7.67979729801156	-1.5447434561352	nonDEG	nonPA
cds1213	OG0000581	K02000	proV; glycine betaine/proline transport system ATP-binding protein [EC:3.6.3.32]	6.92702000584043	6.99561163895697	0.505400528726728	nonDEG	nonPA
cds1214	OG0000027	K03719	lrp; Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein	11.2268438963704	10.9742139659375	0.866444198913301	nonDEG	nonPA
cds1215	OG0000588	K00324	pntA; H+-translocating NAD(P) transhydrogenase subunit alpha [EC:1.6.1.2 7.1.1.1]	6.52415779856996	7.66075378624138	0.568980057861929	nonDEG	nonPA
cds1216	OG0006331	K09118	uncharacterized protein	9.43096289353874	8.65042172158657	1.39149408813216	up	nonPA
cds1217	OG0000288	K01338	lon; ATP-dependent Lon protease [EC:3.4.21.53]	5.44920671746033	7.20674066222356	-0.236274019511346	nonDEG	PA
cds1218	OG0006181			6.70962614125507	7.88873860672888	-1.18833462531833	nonDEG	nonPA
cds1219				7.1054916601744	8.96969291277107	-0.868056036354979	nonDEG	nonPA
cds122	OG0003958			7.3836698757572	5.71980847908265	2.25045852652489	up	nonPA
cds1220	OG0005124	K03657	uvrD; DNA helicase II / ATP-dependent DNA helicase PcrA [EC:3.6.4.12]	8.7592380333716	6.95267504715724	2.4448993508312	up	nonPA
cds1221	OG0001569	K03426	E3.6.1.22; NAD+ diphosphatase [EC:3.6.1.22]	9.55519426670045	7.21090346719569	2.94731368566604	up	nonPA
cds1222	OG0005167			6.65672546709975	7.85651613694039	-0.976025646465348	nonDEG	nonPA
cds1223	OG0006247	K03657	uvrD; DNA helicase II / ATP-dependent DNA helicase PcrA [EC:3.6.4.12]	6.19082446523663	7.51565371212283	-0.651193438177209	nonDEG	nonPA
cds1224	OG0006248			8.00868804525271	8.14025504443614	0.560052759902528	nonDEG	nonPA
cds1225	OG0006154			10.2623855958161	11.2822505108542	-0.40642038038518	nonDEG	nonPA
cds1226				7.09932810520453	7.77546206627089	-1.61211875456388	nonDEG	nonPA
cds1227	OG0006332			5.60114595210422	3.4068414822456	1.31228103091568	nonDEG	nonPA
cds1228	OG0000051	K05592	deaD; ATP-dependent RNA helicase DeaD [EC:3.6.4.13]	8.4069796129124	8.94278971826633	0.200110789412555	nonDEG	PA
cds1229	OG0001709	K07053	E3.1.3.97; 3',5'-nucleoside bisphosphate phosphatase [EC:3.1.3.97]	5.82431257405299	6.94477467615426	-0.162502040991683	nonDEG	nonPA
cds1230				6.90413455228478	8.35546254606669	-0.762841203076188	nonDEG	nonPA
cds1231	OG0000371	K01262	pepP; Xaa-Pro aminopeptidase [EC:3.4.11.9]	3.78629187583373	6.14239666499805	-2.42578706874321	nonDEG	nonPA
cds1232	OG0006249			5.62843370291657	6.43543200101876	-0.661030798003273	nonDEG	nonPA
cds1233	OG0000687	K06213	mgtE; magnesium transporter	6.79601627485748	7.12941987785444	0.945467415194261	nonDEG	PA
cds1234	OG0002251			6.03437751771301	7.31412649932135	-0.753463328679873	nonDEG	nonPA
cds1235	OG0000915	K03593	mrp; ATP-binding protein involved in chromosome partitioning	6.30848893551296	6.07490982532652	0.186224659200328	nonDEG	nonPA
cds1236	OG0000131	K03116	tatA; sec-independent protein translocase protein TatA	7.00115081295258	7.10697802826103	0.638152552198754	nonDEG	nonPA
cds1237	OG0001342			8.22123435562771	8.03289495536371	0.801564453307546	nonDEG	nonPA
cds1238	OG0006320			9.89524312440438	10.6528994537053	-0.112467346416063	nonDEG	nonPA
cds1239	OG0006250			5.67515958172925	7.13999743783343	-0.724924330086848	nonDEG	nonPA
cds1240	OG0000168	K01438	argE; acetylornithine deacetylase [EC:3.5.1.16]	5.81922018601179	7.34660875785205	-2.45264388963597	nonDEG	nonPA
cds1241	OG0002669	K00674	dapD; 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase [EC:2.3.1.117]	6.67515958172925	5.5765803873349	1.96788966265265	nonDEG	nonPA
cds1242	OG0001187	K01647	CS; citrate synthase [EC:2.3.3.1]	5.27252863118214	6.72838540966239	-0.234216671169634	nonDEG	nonPA
cds1243	OG0000116	K00812	aspB; aspartate aminotransferase [EC:2.6.1.1]	5.87341347026933	8.82818309795173	-2.88872187372744	down	PA
cds1244	OG0001684	K05524	fdxA; ferredoxin	8.98826360616288	7.59623327557054	2.11912957811224	up	nonPA
cds1245				6.56071848771328	6.14446719778789	-0.739045964380068	nonDEG	nonPA
cds1246	OG0002385	K07243	FTR; high-affinity iron transporter	8.66892267122327	11.6898025288106	-2.23611644101447	down	PA
cds1247	OG0001646	K07224	efeO; iron uptake system component EfeO	12.692898099724	12.1226275205286	1.17104032349692	up	PA
cds1248	OG0001962	K16301	efeB; deferrochelatase/peroxidase EfeB [EC:1.11.1.-]	9.55690535857115	8.16055480809686	1.98360679337276	up	PA
cds1249				8.5867978665964	5.65077611192908	3.5430469221176	up	nonPA
cds125	OG0000417	K09017	rutR; TetR/AcrR family transcriptional regulator	6.32917029832957	2.53987346738221	3.67523743081221	up	nonPA
cds1250	OG0000921	K06207	typA; GTP-binding protein	9.0965050270627	7.25510459227455	2.46646863291918	up	nonPA
cds1251	OG0000018	K02035	ABC.PE.S; peptide/nickel transport system substrate-binding protein	5.76767090690555	5.57961658480922	0.824306435927719	nonDEG	nonPA
cds1252	OG0000036	K02033	ABC.PE.P; peptide/nickel transport system permease protein	8.89559804803241	10.3179500114576	-0.789224937553098	nonDEG	PA
cds1253	OG0000037	K02034	ABC.PE.P1; peptide/nickel transport system permease protein	6.55184304514581	9.59111739739649	-2.21309061172444	down	PA
cds1254	OG0000015	K02031	ABC.PE.A; peptide/nickel transport system ATP-binding protein	7.99883322607199	10.1097442196711	-1.49411017615233	down	nonPA
cds1255	OG0006251			13.0473581002519	14.4152122550428	-0.757344011770876	nonDEG	nonPA
cds1256	OG0000015	K02031	ABC.PE.A; peptide/nickel transport system ATP-binding protein	5.79514556977916	5.53081355915195	0.339838740437992	nonDEG	nonPA
cds1257	OG0000037	K02034	ABC.PE.P1; peptide/nickel transport system permease protein	6.52911921093195	10.0062322361349	-2.58916803174359	down	PA
cds1259	OG0000018	K02035	ABC.PE.S; peptide/nickel transport system substrate-binding protein	5.14568098843444	8.60076210722577	-4.82793015531987	down	nonPA
cds1260	OG0003973			7.89614791930339	7.80192873603742	0.750017994979176	nonDEG	nonPA
cds1261	OG0000515	K00281	GLDC; glycine dehydrogenase [EC:1.4.4.2]	7.70924807049808	5.70398032093114	2.7337307063993	up	nonPA
cds1262	OG0000340	K02437	gcvH; glycine cleavage system H protein	7.98782281551727	5.10802068361507	2.85270571819105	nonDEG	nonPA
cds1263	OG0000462	K00605	gcvT; aminomethyltransferase [EC:2.1.2.10]	5.03437751771301	4.20503497367471	0.859202697077348	nonDEG	nonPA
cds1264	OG0000608	K03207	wcaH; colanic acid biosynthesis protein WcaH [EC:3.6.1.-]	6.96351638836721	4.10048148070679	3.48173908529917	up	nonPA
cds1265	OG0001449	K03517	nadA; quinolinate synthase [EC:2.5.1.72]	7.96426586829822	2.91904130863219	5.31782050579189	up	nonPA
cds1266	OG0000215	K00278	nadB; L-aspartate oxidase [EC:1.4.3.16]	7.12470790816123	3.5810588851582	4.13883067615736	nonDEG	nonPA
cds1267	OG0000898	K00767	nadC; nicotinate-nucleotide pyrophosphorylase (carboxylating) [EC:2.4.2.19]	5.91956406816428	7.56524112707747	-0.785766361642968	nonDEG	nonPA
cds1268	OG0000281	K04487	iscS; cysteine desulfurase [EC:2.8.1.7]	5.92702000584043	3.01155263380849	3.98629510282486	up	nonPA
cds1269				6.15764590738632	4.57036172465149	2.14568070220429	nonDEG	nonPA
cds127	OG0000013	K02529	lacI; LacI family transcriptional regulator	7.09211612642298	4.33731260830846	2.63549332478013	nonDEG	PA
cds1270	OG0003624			6.22186093336712	7.48997916268985	0.175391008447373	nonDEG	nonPA
cds1271	OG0006252			5.18868237551681	4.26080111144831	1.59032978414918	nonDEG	nonPA
cds1272	OG0001154			5.60312927958798	5.33645309360787	0.76976125366049	nonDEG	nonPA
cds1273	OG0000004	K04761	oxyR; LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator	6.32870266770843	8.32473307966295	-1.88848656678899	nonDEG	PA
cds1274	OG0005108			8.46434983521027	7.65226542357764	1.57555619227494	nonDEG	nonPA
cds1275				9.86416137181159	5.94416050624651	4.50374072208037	up	nonPA
cds1276				8.22622426651393	8.32619353371917	0.603714592663911	nonDEG	nonPA
cds1277	OG0000890	K06942	ychF; ribosome-binding ATPase	6.14568098843444	4.70120509127458	0.0250974754621069	nonDEG	nonPA
cds1278	OG0000172	K02342	dnaQ; DNA polymerase III subunit epsilon [EC:2.7.7.7]	9.91251968080273	11.6157297156834	-1.08141080355715	down	nonPA
cds1279	OG0001137	K09760	rmuC; DNA recombination protein RmuC	7.08959900179291	6.83940166512583	0.959584957344266	nonDEG	PA
cds128	OG0000013	K02529	lacI; LacI family transcriptional regulator	6.90070122108167	5.76088816927461	1.32423247930739	nonDEG	PA
cds1280	OG0003974	K02446	glpX; fructose-1,6-bisphosphatase II [EC:3.1.3.11]	7.34860913019318	8.10193593683058	0.163758205057444	nonDEG	nonPA
cds1281				6.55852229622466	7.4172431805226	-0.0376908772044677	nonDEG	nonPA
cds1282	OG0000715	K01624	FBA; fructose-bisphosphate aldolase, class II [EC:4.1.2.13]	5.88264658260064	7.63677642370438	-3.05258765963678	nonDEG	nonPA
cds1284	OG0001051	K03527	ispH; 4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase [EC:1.17.7.4]	7.04018919593308	8.64266104522568	-1.20196023269603	nonDEG	nonPA
cds1285	OG0001224	K03601	xseA; exodeoxyribonuclease VII large subunit [EC:3.1.11.6]	6.65847935422938	9.33318649547507	-1.36564358922492	nonDEG	nonPA
cds1287	OG0006333			9.47946407008736	4.15587243623386	5.94966205343505	up	nonPA
cds1288	OG0000279	K01673	cynT; carbonic anhydrase [EC:4.2.1.1]	6.59682776467534	6.06369270502469	-0.425816966287865	nonDEG	nonPA
cds1289	OG0000205	K01679	E4.2.1.2B; fumarate hydratase, class II [EC:4.2.1.2]	6.80084946475586	7.37722224178526	0.820549069367968	nonDEG	nonPA
cds129	OG0000056	K19302	bcrC; undecaprenyl-diphosphatase [EC:3.6.1.27]	7.26035333917377	7.76197587831839	0.17998382228577	nonDEG	nonPA
cds1290	OG0000897	K02654	pilD; leader peptidase (prepilin peptidase) / N-methyltransferase [EC:3.4.23.43 2.1.1.-]	7.03284740245916	5.98500358561352	1.7154057426259	nonDEG	nonPA
cds1291	OG0001563	K07175	phoH2; PhoH-like ATPase	5.59682776467534	5.13830083063455	-0.571527190161041	nonDEG	nonPA
cds1292	OG0001460	K01556	KYNU; kynureninase [EC:3.7.1.3]	6.26035333917377	7.31337964225977	-0.340818186914954	nonDEG	nonPA
cds1293	OG0000651	K00806	uppS; undecaprenyl diphosphate synthase [EC:2.5.1.31]	6.12446734953602	7.72967107659751	-0.960045098932725	nonDEG	nonPA
cds1294	OG0001021	K11068	hlyIII; hemolysin III	7.7761826042746	9.20146495406449	-0.553359552503476	nonDEG	nonPA
cds1295				7.77972877775671	7.5475573410329	0.845334190534994	nonDEG	nonPA
cds1296	OG0005125	K18455	mca; mycothiol S-conjugate amidase [EC:3.5.1.115]	10.0261194819666	8.56484378682755	2.05617967000187	up	PA
cds1297	OG0006334			7.45534083941415	4.88638292211109	3.20348245484876	up	nonPA
cds1298	OG0000321	K03624	greA; transcription elongation factor GreA	9.59321681575554	10.5753791870637	-0.313806444975623	nonDEG	nonPA
cds1299	OG0000242	K01754	E4.3.1.19; threonine dehydratase [EC:4.3.1.19]	6.11787959792887	7.01922238498922	0.0643306508608137	nonDEG	nonPA
cds13	OG0000987	K02341	holB; DNA polymerase III subunit delta' [EC:2.7.7.7]	8.6692191560335	8.78521768142341	0.61821869913553	nonDEG	nonPA
cds130	OG0001292	K09858	SEC-C motif domain protein	7.35618248902654	5.3088138682146	2.78923110352109	up	nonPA
cds1300	OG0000167	K03548	perM; putative permease	6.3836698757572	8.16980669689598	-1.10221959172266	nonDEG	nonPA
cds1301	OG0002683	K09927	uncharacterized protein	6.64557372838123	3.45856493975351	2.85667348535925	nonDEG	nonPA
cds1303	OG0000884	K03799	htpX; heat shock protein HtpX [EC:3.4.24.-]	6.69534156515669	3.77581321688444	3.2954823264669	nonDEG	PA
cds1304	OG0001421	K03744	lemA; LemA protein	7.04650466281126	7.40638109600513	0.751413224244669	nonDEG	PA
cds1305	OG0003975	K05888	L-gulono-1	6.55918514725581	5.98957243210876	1.18050483283452	nonDEG	nonPA
cds1306				5.92307404699158	5.32026853857169	-0.263940380374351	nonDEG	nonPA
cds1307	OG0002298	K16211	malY; maltose/moltooligosaccharide transporter	9.65061725426038	11.7377606684906	-1.4860332489174	down	nonPA
cds1308	OG0002092			6.24020805455311	6.29764992956943	0.927120064820713	nonDEG	nonPA
cds1309	OG0000157	K02439	glpE; thiosulfate sulfurtransferase [EC:2.8.1.1]	6.43433757357222	7.81171830531004	-0.755616578521056	nonDEG	nonPA
cds131	OG0000142	K07552	bcr; MFS transporter, DHA1 family, multidrug resistance protein	5.39124323459056	4.70737358089194	1.36509810652282	nonDEG	nonPA
cds1310				5.46751613142252	7.17192118764038	-0.226955558468023	nonDEG	nonPA
cds1311	NA	NA	NA	10.234490961748	11.7816658911304	-0.935054875437006	nonDEG	nonPA
cds1312	OG0000401	K03885	ndh; NADH dehydrogenase [EC:1.6.99.3]	5.49855259955302	6.68356669206817	-0.598183006673941	nonDEG	nonPA
cds1313	OG0000096	K14645	serine protease [EC:3.4.21.-]	8.34192382338802	8.68393764273715	0.246202813541926	nonDEG	nonPA
cds1314	OG0006155	K09009	uncharacterized protein	6.03437751771301	3.76714814737346	2.51888398698885	nonDEG	nonPA
cds1315	OG0006156			7.19082446523663	5.8356644510978	2.10879727313293	up	nonPA
cds1316	OG0000591	K01689	ENO; enolase [EC:4.2.1.11]	4.94725592327742	3.95584930519674	1.57828486574443	nonDEG	nonPA
cds1317	OG0001322	K18353	vanJ; vancomycin resistance protein VanJ	8.66099847128874	8.56181346932352	0.697963440984257	nonDEG	nonPA
cds1318	OG0000765	K01892	HARS; histidyl-tRNA synthetase [EC:6.1.1.21]	8.70815594660637	7.79094455618991	1.51271300800222	up	nonPA
cds1319	OG0000998	K04765	mazG; nucleoside triphosphate diphosphatase [EC:3.6.1.9]	5.77786701351669	4.91169920652219	1.68924532443044	nonDEG	nonPA
cds1320	OG0000547	K00154	E1.2.1.68; coniferyl-aldehyde dehydrogenase [EC:1.2.1.68]	6.82431257405299	5.8012972370304	1.7048693488795	nonDEG	nonPA
cds1321	OG0004462			10.8176813799592	13.8287172044223	-2.40838932963508	down	nonPA
cds1322	OG0000654	K03723	mfd; transcription-repair coupling factor (superfamily II helicase) [EC:3.6.4.-]	6.40850087416182	5.99155926343221	-0.464823612539834	nonDEG	nonPA
cds1323	OG0000754	K00796	folP; dihydropteroate synthase [EC:2.5.1.15]	9.55293475582343	10.2264496352166	-0.0748476752036179	nonDEG	nonPA
cds1324	OG0000617	K11752	ribD; diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase [EC:3.5.4.26 1.1.1.193]	8.05744004450567	9.03227802346773	-0.254791168085116	nonDEG	nonPA
cds1325	OG0000891	K01056	PTH1; peptidyl-tRNA hydrolase, PTH1 family [EC:3.1.1.29]	8.49515933959221	9.37866318688776	-0.251912791272767	nonDEG	nonPA
cds1326	OG0001048	K02897	RP-L25; large subunit ribosomal protein L25	6.11455156840467	5.83713470178831	0.855565766625538	nonDEG	nonPA
cds1328	OG0000475	K00033	PGD; 6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]	5.96746965547288	8.29105748826137	-1.95414885045383	nonDEG	nonPA
cds1329	OG0000599	K00948	PRPS; ribose-phosphate pyrophosphokinase [EC:2.7.6.1]	9.28941921103308	10.9840763485984	-1.05437717203801	nonDEG	nonPA
cds133				7.18219825462809	9.01565055430686	-1.20340788681185	nonDEG	nonPA
cds1330	OG0001285	K04042	glmU; bifunctional UDP-N-acetylglucosamine pyrophosphorylase / Glucosamine-1-phosphate N-acetyltransferase [EC:2.7.7.23 2.3.1.157]	6.73800647493247	9.41496309136148	-1.50021140294394	nonDEG	nonPA
cds1331	OG0000011	K06075	slyA; MarR family transcriptional regulator, transcriptional regulator for hemolysin	4.59682776467534	5.63012764087089	-2.00490559123428	nonDEG	nonPA
cds1332	OG0000275	K02072	metI; D-methionine transport system permease protein	4.8065056080292	6.76348455273413	-1.80216227830876	nonDEG	nonPA
cds1333	OG0000000	K02003	ABC.CD.A; putative ABC transport system ATP-binding protein	4.60114595210422	4.42647271193013	-0.573145728096766	nonDEG	nonPA
cds1334	OG0000156	K02073	metQ; D-methionine transport system substrate-binding protein	8.50759542386984	9.73635400481874	-0.600864333355333	nonDEG	nonPA
cds1335	OG0000193	K15738	uup; ABC transport system ATP-binding/permease protein	6.59682776467534	8.22233490053658	-2.55835754783191	nonDEG	PA
cds1336	OG0001550	K00797	speE; spermidine synthase [EC:2.5.1.16]	6.40604127437671	8.71439443135161	-0.87472311490187	nonDEG	PA
cds1337	OG0001341			4.58623073483095	6.89397880983412	-1.64495521244697	nonDEG	nonPA
cds1338	OG0000307	K07029	dagK; diacylglycerol kinase (ATP) [EC:2.7.1.107]	8.19531188517215	9.81665598915215	-0.848724698713898	nonDEG	nonPA
cds1339	OG0005057	K00803	AGPS; alkyldihydroxyacetonephosphate synthase [EC:2.5.1.26]	7.5294716465263	7.69546454979224	0.460175811417016	nonDEG	nonPA
cds134	OG0002269	K07130	kynB; arylformamidase [EC:3.5.1.9]	8.24028841186752	8.77196959644621	0.0667028596523907	nonDEG	nonPA
cds1340	OG0000252	K00655	plsC; 1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51]	6.53472741847907	6.898257558688	0.681465819800445	nonDEG	nonPA
cds1341	OG0000277	K07124	uncharacterized protein	7.6603615419431	7.99229508548777	0.453160578251706	nonDEG	nonPA
cds1342				7.02986969420249	7.75894611696496	0.104736469938613	nonDEG	nonPA
cds1343	OG0000584	K18697	pgpC; phosphatidylglycerophosphatase C [EC:3.1.3.27]	7.09734064559956	9.01875193900803	-1.31026592757798	nonDEG	nonPA
cds1344				9.46645046300776	10.3063998580088	-0.235056042338849	nonDEG	nonPA
cds1345	OG0001303	K00919	ispE; 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase [EC:2.7.1.148]	6.37500480624622	7.16775499178452	-0.243103722832395	nonDEG	nonPA
cds1346	OG0000044	K19265	gpr; L-glyceraldehyde 3-phosphate reductase [EC:1.1.1.-]	6.52201570885015	7.85435846090142	-0.265084603880317	nonDEG	nonPA
cds1347	OG0000821	K02528	ksgA; 16S rRNA (adenine1518-N6/adenine1519-N6)-dimethyltransferase [EC:2.1.1.182]	6.06057757074152	5.32291395854628	-0.134970652260837	nonDEG	nonPA
cds1348	OG0000194	K03424	tatD; TatD DNase family protein [EC:3.1.21.-]	6.98951722570097	2.43256410241976	4.78194258429474	up	nonPA
cds1349	OG0000914	K01874	MARS; methionyl-tRNA synthetase [EC:6.1.1.10]	8.61978484783268	8.44293970670674	0.798116251309036	nonDEG	nonPA
cds135				6.24532404266425	6.7918024842972	0.115765877005269	nonDEG	nonPA
cds1350	OG0000905	K07056	rsmI; 16S rRNA (cytidine1402-2'-O)-methyltransferase [EC:2.1.1.198]	5.77709093129813	5.50400380935335	0.223484771787894	nonDEG	nonPA
cds1351	OG0006344	K00728	POMT; dolichyl-phosphate-mannose-protein mannosyltransferase [EC:2.4.1.109]	5.59898685838978	7.51850224724535	-1.76849105085117	nonDEG	nonPA
cds1354	OG0000070	K01758	CTH; cystathionine gamma-lyase [EC:4.4.1.1]	6.32917029832957	6.49464804544444	0.710370740297873	nonDEG	PA
cds1355	OG0003146	K06929	uncharacterized protein	6.93436210795043	7.61197290545572	0.126705312990419	nonDEG	nonPA
cds1356	OG0002920			9.47178249948241	9.17237215565479	0.954807379231735	nonDEG	nonPA
cds1357	OG0000733	K01992	ABC-2.P; ABC-2 type transport system permease protein	6.74615748950731	5.55341499764524	2.15689049916484	nonDEG	nonPA
cds1358	OG0000000	K02003	ABC.CD.A; putative ABC transport system ATP-binding protein	4.09898685838978	3.18187327356762	1.37235407618616	nonDEG	nonPA
cds1359	NA	NA	NA	9.67091425242009	7.41955319187453	2.8585768966203	up	nonPA
cds136				6.81922018601179	5.79643099304885	0.0656815310736848	nonDEG	nonPA
cds1360	OG0004463	K06888	uncharacterized protein	6.88264658260064	4.3740402475586	1.16337872108714	nonDEG	nonPA
cds1361	OG0002301	K09164	uncharacterized protein	7.18610845282537	5.17772490934539	1.05635389529571	nonDEG	PA
cds1363	OG0000153	K05846	opuBD; osmoprotectant transport system permease protein	5.18610845282537	3.3408616897083	0.534941248763391	nonDEG	nonPA
cds1364	OG0000153	K05846	opuBD; osmoprotectant transport system permease protein	4.01186526395419	5.12081169066984	-2.0615861500285	nonDEG	nonPA
